"a__order_id","a__orderstatus","cp__orderlineid","f__orderlines__price","f__orderlines__quantity","r__campaigns","r__customers","r__products","d__date"
"10300-6RZP60",Delivered,"10300-6RZP60-3",46.82,1.00,"10057",10300,"120",2018-02-01
"10380-1ISY85",Delivered,"10380-1ISY85-5",85.17,1.00,,10380,"230",2016-03-05
"10104-4SJR64",Delivered,"10104-4SJR64-2",43.85,1.00,,10104,"110",2016-12-26
"10731-8OFX33",Delivered,"10731-8OFX33-3",17.55,1.00,"10062",10731,"150",2018-05-12
"10463-0OEV97",Delivered,"10463-0OEV97-2",38.53,1.00,,10463,"130",2017-03-18
"10848-5KCW71",Delivered,"10848-5KCW71-3",15.78,1.00,,10848,"340",2018-07-28
"10155-9NJE39",Delivered,"10155-9NJE39-3",29.07,4.00,"10061",10155,"140",2018-04-27
"10394-7JVZ58",Delivered,"10394-7JVZ58-4",13.24,1.00,,10394,"340",2018-01-15
"10122-4JAM90",Delivered,"10122-4JAM90-5",27.96,1.00,"10072",10122,"140",2018-11-20
"10632-6PVE36",Delivered,"10632-6PVE36-2",22.43,1.00,,10632,"150",2017-02-11
"10646-3IPC06",Delivered,"10646-3IPC06-3",20.46,1.00,,10646,"150",2017-10-26
"10721-3MUZ33",Delivered,"10721-3MUZ33-4",102.60,1.00,,10721,"330",2016-04-23
"10810-7BRW51",Delivered,"10810-7BRW51-1",101.19,1.00,,10810,"230",2018-10-22
"10617-6IGK08",Delivered,"10617-6IGK08-1",57.13,1.00,,10617,"220",2018-09-03
"10593-1XPM01",Delivered,"10593-1XPM01-1",15.12,1.00,,10593,"160",2015-09-15
"10173-1CZY78",Delivered,"10173-1CZY78-1",22.43,1.00,"10040",10173,"150",2017-02-22
"10016-1QWZ34",Delivered,"10016-1QWZ34-1",32.99,1.00,,10016,"140",2018-04-14
"10612-3BYK40",Delivered,"10612-3BYK40-2",33.12,1.00,,10612,"240",2018-09-18
"10021-9WAJ53",Delivered,"10021-9WAJ53-2",19.63,2.00,,10021,"160",2017-10-09
"10746-8HBV22",Delivered,"10746-8HBV22-1",23.43,1.00,"10017",10746,"140",2015-11-25
"10287-4LJF51",Delivered,"10287-4LJF51-1",32.51,1.00,"10056",10287,"240",2018-01-10
"10380-5NVQ96",Delivered,"10380-5NVQ96-1",121.48,1.00,,10380,"330",2017-03-10
"10762-6ONN34",Delivered,"10762-6ONN34-3",37.04,1.00,,10762,"120",2015-11-14
"10269-0ZTH51",Delivered,"10269-0ZTH51-1",122.74,1.00,,10269,"330",2018-12-05
"10071-9IEL74",Delivered,"10071-9IEL74-1",130.81,1.00,,10071,"210",2017-08-07
"10749-3QSC38",Delivered,"10749-3QSC38-3",37.31,1.00,,10749,"120",2016-05-26
"10419-5FRX18",Delivered,"10419-5FRX18-1",23.43,1.00,,10419,"140",2017-11-10
"10935-6YGP72",Delivered,"10935-6YGP72-1",61.38,1.00,,10935,"220",2018-12-28
"10498-4CKV88",Delivered,"10498-4CKV88-1",27.49,1.00,"10055",10498,"150",2017-12-17
"10469-1VBW47",Delivered,"10469-1VBW47-3",81.11,1.00,,10469,"230",2015-07-17
"10787-9CEW71",Delivered,"10787-9CEW71-6",24.25,2.00,,10787,"150",2018-12-12
"10380-1ISY85",Delivered,"10380-1ISY85-6",112.42,1.00,,10380,"330",2016-03-05
"10310-5MFJ71",Delivered,"10310-5MFJ71-8",18.86,1.00,,10310,"160",2018-07-20
"10619-6WMJ53",Delivered,"10619-6WMJ53-1",20.19,2.00,,10619,"160",2017-09-07
"10427-9UHA99",Delivered,"10427-9UHA99-1",16.80,1.00,"10019",10427,"160",2015-12-27
"10676-4THT19",Delivered,"10676-4THT19-1",122.63,1.00,,10676,"330",2017-09-24
"10391-9GFU48",Delivered,"10391-9GFU48-1",17.64,1.00,,10391,"160",2016-08-21
"10834-3BTH44",Delivered,"10834-3BTH44-1",45.07,1.00,,10834,"120",2018-11-01
"10378-6EUX28",Delivered,"10378-6EUX28-3",19.15,1.00,"10016",10378,"160",2015-11-04
"10842-9AGS92",Delivered,"10842-9AGS92-4",31.75,1.00,,10842,"120",2016-08-07
"10593-1XJP96",Delivered,"10593-1XJP96-9",19.84,1.00,,10593,"160",2018-12-09
"10987-1UNA36",Delivered,"10987-1UNA36-1",19.76,1.00,"10030",10987,"160",2016-08-06
"10475-3SQP87",Delivered,"10475-3SQP87-3",38.90,1.00,,10475,"130",2018-11-02
"10983-6PYD88",Delivered,"10983-6PYD88-2",79.54,1.00,,10983,"230",2015-02-26
"10104-3JLA99",Delivered,"10104-3JLA99-1",34.57,1.00,"10030",10104,"130",2016-08-07
"10973-2BLM70",Delivered,"10973-2BLM70-3",16.23,1.00,"10025",10973,"160",2016-05-02
"10373-7SKJ49",Delivered,"10373-7SKJ49-1",19.49,1.00,,10373,"160",2015-10-23
"10241-6ADS06",Delivered,"10241-6ADS06-3",110.24,1.00,,10241,"330",2016-10-19
"10398-2DGZ36",Delivered,"10398-2DGZ36-3",18.71,1.00,,10398,"160",2017-05-06
"10805-0STN70",Delivered,"10805-0STN70-3",18.89,1.00,,10805,"160",2017-07-27
"10973-8PMB56",Delivered,"10973-8PMB56-1",223.65,1.00,,10973,"410",2017-03-02
"10662-7XAE23",Delivered,"10662-7XAE23-3",28.15,1.00,,10662,"140",2016-12-10
"10475-3SQP87",Delivered,"10475-3SQP87-2",31.60,1.00,,10475,"240",2018-11-02
"10194-5QIK43",Delivered,"10194-5QIK43-1",18.01,2.00,"10027",10194,"150",2016-03-28
"10718-9HXK54",Delivered,"10718-9HXK54-1",21.12,1.00,,10718,"150",2017-02-10
"10074-5NZW46",Delivered,"10074-5NZW46-3",26.00,1.00,,10074,"140",2018-07-22
"10510-6QQE54",Delivered,"10510-6QQE54-1",31.59,1.00,"10072",10510,"140",2018-11-20
"10125-7BOW68",Delivered,"10125-7BOW68-3",14.13,1.00,"10044",10125,"340",2017-05-16
"10428-2VXM25",Delivered,"10428-2VXM25-1",81.03,1.00,,10428,"320",2018-11-28
"10715-7PCE94",Delivered,"10715-7PCE94-1",19.80,1.00,,10715,"150",2017-06-18
"10718-7WHV59",Delivered,"10718-7WHV59-4",81.14,1.00,,10718,"230",2018-03-05
"10155-9RGU56",Delivered,"10155-9RGU56-1",171.47,1.00,,10155,"410",2015-04-02
"10869-2YQJ42",Delivered,"10869-2YQJ42-1",18.48,1.00,,10869,"150",2018-11-23
"10068-6EDK21",Delivered,"10068-6EDK21-1",23.14,1.00,,10068,"150",2015-05-06
"10378-9QJX92",Delivered,"10378-9QJX92-2",20.85,1.00,,10378,"150",2019-01-03
"10578-0ITF03",Delivered,"10578-0ITF03-5",32.97,1.00,,10578,"130",2017-03-20
"10886-3LNH10",Delivered,"10886-3LNH10-1",17.41,1.00,,10886,"160",2017-10-24
"10873-2QVB22",Delivered,"10873-2QVB22-3",32.92,1.00,,10873,"120",2017-08-06
"10904-1MTW01",Delivered,"10904-1MTW01-1",39.69,1.00,,10904,"120",2016-08-28
"10336-0LRO14",Delivered,"10336-0LRO14-2",24.07,4.00,,10336,"140",2019-02-16
"10994-5ZHU39",Delivered,"10994-5ZHU39-1",14.84,1.00,,10994,"340",2018-08-04
"10682-3IHO95",Delivered,"10682-3IHO95-1",25.86,1.00,"10033",10682,"140",2016-10-02
"10282-9OHT05",Delivered,"10282-9OHT05-1",18.28,1.00,,10282,"160",2018-09-20
"10041-1ZAW54",Delivered,"10041-1ZAW54-2",78.70,1.00,,10041,"320",2017-11-26
"10321-0LUT87",Delivered,"10321-0LUT87-2",60.78,1.00,,10321,"220",2017-11-23
"10019-1ZLE04",Delivered,"10019-1ZLE04-2",9.23,1.00,,10019,"340",2018-01-16
"10950-6PRN95",Delivered,"10950-6PRN95-3",88.43,1.00,,10950,"230",2018-12-11
"10745-7NZJ20",Delivered,"10745-7NZJ20-1",28.13,1.00,,10745,"150",2019-01-12
"10984-0RVA24",Delivered,"10984-0RVA24-2",27.05,1.00,"10065",10984,"240",2018-07-04
"10612-7EOB42",Delivered,"10612-7EOB42-2",538.99,1.00,,10612,"420",2017-04-19
"10832-7AHR28",Delivered,"10832-7AHR28-1",117.90,1.00,"10068",10832,"210",2018-09-03
"10639-6TPA11",Delivered,"10639-6TPA11-4",11.72,1.00,,10639,"340",2017-01-16
"10355-2LDK02",Delivered,"10355-2LDK02-2",16.86,1.00,,10355,"160",2017-10-28
"10690-4PWP20",Delivered,"10690-4PWP20-1",137.35,1.00,,10690,"210",2018-01-16
"10220-4ZDU74",Delivered,"10220-4ZDU74-1",1374.98,1.00,"10014",10220,"440",2015-09-25
"10346-9DKD48",Delivered,"10346-9DKD48-2",26.91,1.00,,10346,"240",2017-10-25
"10660-9VCL31",Delivered,"10660-9VCL31-3",65.64,1.00,,10660,"220",2018-04-09
"10066-5QKD20",Delivered,"10066-5QKD20-2",20.81,1.00,,10066,"160",2018-03-27
"10580-9CNK71",Delivered,"10580-9CNK71-4",123.77,1.00,,10580,"330",2017-08-01
"10759-1HQH46",Delivered,"10759-1HQH46-2",35.62,1.00,,10759,"130",2015-03-04
"10970-6FBI29",Delivered,"10970-6FBI29-1",40.51,1.00,,10970,"310",2018-07-19
"10886-9YUD15",Delivered,"10886-9YUD15-1",19.36,1.00,,10886,"150",2017-03-06
"10903-0XVK28",Delivered,"10903-0XVK28-1",121.54,1.00,,10903,"330",2018-08-04
"10332-6KZQ20",Delivered,"10332-6KZQ20-2",33.84,1.00,,10332,"130",2018-02-20
"10279-9CCU46",Delivered,"10279-9CCU46-1",31.41,3.00,,10279,"140",2019-03-07
"10605-1LAC34",Delivered,"10605-1LAC34-2",45.20,1.00,"10024",10605,"110",2016-04-07
"10421-2OAW68",Delivered,"10421-2OAW68-1",36.30,1.00,,10421,"130",2017-08-06
"10094-5JTH24",Delivered,"10094-5JTH24-2",39.29,1.00,"10069",10094,"130",2018-09-24
"10390-4FUQ88",Delivered,"10390-4FUQ88-3",85.19,1.00,"10075",10390,"230",2019-01-21
"10346-0FKP17",Delivered,"10346-0FKP17-1",706.48,1.00,,10346,"430",2016-02-03
"10341-7KCY88",Delivered,"10341-7KCY88-4",30.68,1.00,,10341,"240",2017-08-11
"10737-1ZQM23",Delivered,"10737-1ZQM23-2",19.06,1.00,"10059",10737,"160",2018-03-17
"10986-8VEB10",Delivered,"10986-8VEB10-1",25.18,1.00,,10986,"240",2017-12-28
"10435-7SEP47",Delivered,"10435-7SEP47-3",37.63,1.00,,10435,"120",2018-05-01
"10899-1EUK17",Delivered,"10899-1EUK17-1",1484.65,1.00,"10040",10899,"440",2017-02-23
"10234-1FRO14",Delivered,"10234-1FRO14-2",16.30,1.00,,10234,"160",2015-10-25
"10380-1ISY85",Delivered,"10380-1ISY85-12",841.43,1.00,,10380,"430",2016-03-05
"10979-9PPA34",Delivered,"10979-9PPA34-2",38.07,1.00,"10072",10979,"120",2018-11-23
"10297-2FOR65",Delivered,"10297-2FOR65-2",13.37,1.00,,10297,"340",2018-07-14
"10647-1SYH79",Delivered,"10647-1SYH79-1",12.24,1.00,,10647,"340",2015-06-21
"10770-0GVA05",Delivered,"10770-0GVA05-4",99.32,1.00,,10770,"330",2016-06-25
"10353-3HZA40",Delivered,"10353-3HZA40-1",15.93,1.00,"10048",10353,"160",2017-08-04
"10972-3VTG51",Delivered,"10972-3VTG51-1",89.43,1.00,"10052",10972,"230",2017-10-16
"10672-2JRF89",Delivered,"10672-2JRF89-3",31.12,1.00,,10672,"140",2019-02-12
"10271-3MJE87",Delivered,"10271-3MJE87-1",20.03,1.00,,10271,"160",2018-04-03
"10082-3IFW49",Delivered,"10082-3IFW49-1",23.09,1.00,,10082,"150",2017-01-17
"10117-0LBC95",Delivered,"10117-0LBC95-1",17.82,1.00,,10117,"160",2016-01-14
"10107-1QDS32",Delivered,"10107-1QDS32-2",40.88,1.00,,10107,"120",2016-11-24
"10032-0AUE36",Delivered,"10032-0AUE36-1",40.84,1.00,,10032,"120",2017-09-10
"10831-6CFN30",Delivered,"10831-6CFN30-1",23.97,4.00,,10831,"150",2017-08-13
"10915-0UEV63",Delivered,"10915-0UEV63-4",13.50,1.00,"10073",10915,"340",2018-12-15
"10999-5FZH92",Delivered,"10999-5FZH92-1",600.95,1.00,,10999,"420",2018-02-17
"10557-1YVE68",Delivered,"10557-1YVE68-1",122.74,1.00,,10557,"330",2018-05-22
"10771-3VKO98",Delivered,"10771-3VKO98-2",98.46,1.00,,10771,"230",2018-07-19
"10249-6HGI08",Delivered,"10249-6HGI08-2",30.19,1.00,,10249,"140",2018-05-28
"10904-1MTW01",Delivered,"10904-1MTW01-5",18.17,1.00,,10904,"160",2016-08-28
"10999-9QXS26",Delivered,"10999-9QXS26-1",44.35,1.00,,10999,"110",2018-06-10
"10526-5JVC05",Delivered,"10526-5JVC05-2",1417.50,1.00,,10526,"440",2015-06-01
"10927-3TBL27",Delivered,"10927-3TBL27-3",47.01,1.00,,10927,"110",2016-12-06
"10837-5EXC65",Delivered,"10837-5EXC65-1",14.90,1.00,,10837,"340",2017-08-16
"10474-7CAP57",Delivered,"10474-7CAP57-3",39.31,1.00,"10003",10474,"120",2015-02-22
"10902-6QUX84",Delivered,"10902-6QUX84-1",119.13,1.00,,10902,"330",2018-10-08
"10629-7PZC86",Delivered,"10629-7PZC86-1",25.76,1.00,"10052",10629,"240",2017-10-18
"10248-9PZP47",Delivered,"10248-9PZP47-1",18.79,1.00,,10248,"160",2019-01-12
"10786-4BCZ27",Delivered,"10786-4BCZ27-4",22.55,1.00,"10077",10786,"150",2019-02-24
"10344-3MAE51",Delivered,"10344-3MAE51-3",12.03,1.00,,10344,"340",2018-06-06
"10715-0SFF67",Delivered,"10715-0SFF67-1",42.23,1.00,,10715,"130",2017-10-09
"10638-4BHB88",Delivered,"10638-4BHB88-1",18.15,1.00,,10638,"160",2017-05-18
"10884-1NDN29",Delivered,"10884-1NDN29-1",18.35,1.00,,10884,"160",2016-06-12
"10715-6CHF65",Delivered,"10715-6CHF65-1",23.09,1.00,,10715,"150",2017-06-05
"10415-2DTK74",Delivered,"10415-2DTK74-1",11.52,1.00,,10415,"340",2016-09-22
"10890-6JRP05",Delivered,"10890-6JRP05-1",75.54,1.00,,10890,"230",2017-11-05
"10287-8CPF98",Delivered,"10287-8CPF98-3",24.25,1.00,,10287,"150",2018-05-16
"10958-5XZD22",Delivered,"10958-5XZD22-1",28.24,1.00,,10958,"140",2018-11-05
"10658-3VEI49",Delivered,"10658-3VEI49-1",43.76,1.00,,10658,"120",2017-04-05
"10639-6HKO50",Delivered,"10639-6HKO50-3",1671.29,3.00,"10075",10639,"440",2019-02-02
"10452-9XUC91",Delivered,"10452-9XUC91-2",68.99,1.00,,10452,"320",2018-06-04
"10961-8LOH15",Delivered,"10961-8LOH15-1",86.82,1.00,"10036",10961,"230",2016-12-06
"10149-4VDO49",Delivered,"10149-4VDO49-1",282.36,1.00,,10149,"410",2018-07-17
"10076-8PUS11",Delivered,"10076-8PUS11-3",20.56,1.00,,10076,"160",2017-04-16
"10336-6NZH97",Delivered,"10336-6NZH97-2",46.56,1.00,,10336,"110",2016-11-05
"10159-3AVX62",Delivered,"10159-3AVX62-2",34.08,1.00,,10159,"130",2017-12-12
"10346-6TGA85",Delivered,"10346-6TGA85-1",30.48,1.00,"10073",10346,"310",2018-12-13
"10094-6RTV89",Delivered,"10094-6RTV89-2",24.94,2.00,,10094,"240",2015-05-17
"10366-3RTU05",Delivered,"10366-3RTU05-1",13.05,1.00,"10012",10366,"340",2015-08-15
"10934-5VLI33",Delivered,"10934-5VLI33-3",16.30,1.00,,10934,"160",2015-01-11
"10599-0QJC85",Delivered,"10599-0QJC85-1",41.67,1.00,,10599,"120",2017-05-09
"10759-8EXH99",Delivered,"10759-8EXH99-1",16.46,1.00,,10759,"160",2015-12-25
"10946-7WDH48",Delivered,"10946-7WDH48-1",19.27,1.00,"10025",10946,"150",2016-04-26
"10234-1FRO14",Delivered,"10234-1FRO14-3",81.77,2.00,,10234,"320",2015-10-25
"10685-6VYS93",Delivered,"10685-6VYS93-4",19.36,1.00,,10685,"150",2017-10-03
"10561-2FNJ02",Delivered,"10561-2FNJ02-2",11.76,1.00,,10561,"340",2016-01-13
"10234-3CMQ47",Delivered,"10234-3CMQ47-1",40.06,1.00,,10234,"130",2018-10-01
"10574-7DQX29",Delivered,"10574-7DQX29-1",42.96,1.00,,10574,"310",2019-02-07
"10375-9PKE41",Delivered,"10375-9PKE41-3",26.12,1.00,,10375,"140",2016-12-11
"10513-7PJB06",Delivered,"10513-7PJB06-1",44.11,1.00,"10075",10513,"120",2019-01-19
"10082-2NWL25",Delivered,"10082-2NWL25-1",18.52,1.00,,10082,"160",2016-04-17
"10490-7XJS20",Delivered,"10490-7XJS20-1",40.01,1.00,"10038",10490,"120",2017-01-12
"10178-3IPN80",Delivered,"10178-3IPN80-2",17.64,1.00,,10178,"160",2015-07-12
"10057-3DCG58",Delivered,"10057-3DCG58-1",13.91,1.00,"10061",10057,"340",2018-04-28
"10626-0JHT28",Delivered,"10626-0JHT28-1",47.26,1.00,"10069",10626,"120",2018-09-24
"10784-8DZC79",Delivered,"10784-8DZC79-2",35.53,1.00,,10784,"130",2019-02-20
"10238-5VMI48",Delivered,"10238-5VMI48-2",30.73,1.00,,10238,"130",2018-03-26
"10287-8CPF98",Delivered,"10287-8CPF98-2",63.21,1.00,,10287,"220",2018-05-16
"10841-4EAV25",Delivered,"10841-4EAV25-2",20.35,1.00,,10841,"150",2015-12-06
"10953-0WBV21",Delivered,"10953-0WBV21-1",33.12,1.00,,10953,"240",2018-04-23
"10187-1UMU07",Delivered,"10187-1UMU07-2",29.78,1.00,,10187,"240",2018-11-14
"10030-6YAV74",Delivered,"10030-6YAV74-1",55.68,1.00,,10030,"220",2016-01-20
"10643-2KMH69",Delivered,"10643-2KMH69-1",13.50,1.00,,10643,"340",2017-12-13
"10900-3KOS03",Delivered,"10900-3KOS03-7",19.06,1.00,"10062",10900,"160",2018-05-14
"10546-3GCN69",Delivered,"10546-3GCN69-1",25.35,1.00,"10025",10546,"150",2016-04-25
"10865-5IHQ98",Delivered,"10865-5IHQ98-1",21.77,1.00,,10865,"150",2017-02-08
"10542-6PAL13",Delivered,"10542-6PAL13-1",43.26,1.00,,10542,"120",2016-08-28
"10566-8CPX51",Delivered,"10566-8CPX51-2",56.72,2.00,,10566,"220",2017-11-11
"10801-5DSX60",Delivered,"10801-5DSX60-1",70.09,1.00,,10801,"230",2015-09-03
"10375-9PKE41",Delivered,"10375-9PKE41-7",11.04,2.00,,10375,"340",2016-12-11
"10157-7WPD24",Delivered,"10157-7WPD24-4",23.08,1.00,,10157,"160",2019-03-13
"10567-5RAG87",Delivered,"10567-5RAG87-1",86.82,2.00,,10567,"230",2016-08-05
"10670-8LDT49",Delivered,"10670-8LDT49-2",130.65,4.00,,10670,"330",2017-12-16
"10433-7QOC31",Delivered,"10433-7QOC31-1",14.71,1.00,,10433,"340",2018-01-25
"10753-8OQF98",Delivered,"10753-8OQF98-1",26.71,1.00,,10753,"140",2019-01-27
"10813-4URG15",Delivered,"10813-4URG15-1",111.83,1.00,,10813,"210",2018-12-01
"10968-7MBV39",Delivered,"10968-7MBV39-2",42.94,3.00,,10968,"110",2016-03-10
"10744-9MGS42",Delivered,"10744-9MGS42-1",99.88,1.00,,10744,"330",2018-08-28
"10567-1QZG52",Delivered,"10567-1QZG52-1",23.34,1.00,"10071",10567,"160",2018-11-10
"10475-6QNM27",Delivered,"10475-6QNM27-1",23.97,1.00,,10475,"150",2017-10-07
"10388-7LPN05",Delivered,"10388-7LPN05-7",22.17,1.00,,10388,"150",2018-05-09
"10287-7CJP52",Delivered,"10287-7CJP52-3",104.99,1.00,,10287,"330",2015-06-22
"10761-7YCR17",Delivered,"10761-7YCR17-3",25.16,1.00,"10062",10761,"140",2018-05-15
"10238-5VMI48",Delivered,"10238-5VMI48-4",86.60,1.00,,10238,"230",2018-03-26
"10714-8KGU14",Delivered,"10714-8KGU14-2",11.77,1.00,,10714,"340",2018-11-02
"10199-5MPJ06",Delivered,"10199-5MPJ06-2",13.75,4.00,,10199,"340",2017-11-15
"10282-1DIZ52",Delivered,"10282-1DIZ52-1",22.17,1.00,,10282,"150",2018-11-09
"10391-8GYP84",Delivered,"10391-8GYP84-1",21.01,1.00,,10391,"140",2015-04-07
"10935-3JDU88",Delivered,"10935-3JDU88-1",32.41,1.00,,10935,"240",2017-04-22
"10749-3ZIN91",Delivered,"10749-3ZIN91-2",19.35,1.00,"10013",10749,"150",2015-09-05
"10485-7LEQ69",Delivered,"10485-7LEQ69-2",18.17,1.00,,10485,"160",2016-05-10
"10788-1NNX50",Delivered,"10788-1NNX50-1",111.17,1.00,,10788,"330",2017-06-26
"10427-8XAW49",Delivered,"10427-8XAW49-1",40.70,4.00,"10065",10427,"120",2018-07-06
"10852-6LYJ76",Delivered,"10852-6LYJ76-1",90.25,1.00,,10852,"230",2018-08-04
"10053-5XWM01",Delivered,"10053-5XWM01-3",35.91,3.00,,10053,"310",2017-04-12
"10310-5MFJ71",Delivered,"10310-5MFJ71-5",55.91,1.00,,10310,"220",2018-07-20
"10027-3OXW04",Delivered,"10027-3OXW04-3",121.30,1.00,"10075",10027,"330",2019-01-25
"10684-4XWQ97",Delivered,"10684-4XWQ97-2",25.95,4.00,,10684,"150",2017-12-06
"10633-0BFN75",Delivered,"10633-0BFN75-2",26.17,1.00,,10633,"150",2017-12-28
"10212-2LTI97",Delivered,"10212-2LTI97-1",91.16,1.00,,10212,"230",2018-11-24
"10005-0YUC56",Delivered,"10005-0YUC56-1",29.14,1.00,,10005,"240",2015-12-22
"10388-8IUH60",Delivered,"10388-8IUH60-1",21.95,1.00,,10388,"150",2015-03-23
"10529-5BKF03",Delivered,"10529-5BKF03-1",29.40,2.00,,10529,"240",2015-11-17
"10621-3DRM93",Delivered,"10621-3DRM93-1",38.64,1.00,,10621,"130",2015-05-08
"10170-9MNP07",Delivered,"10170-9MNP07-4",94.64,1.00,,10170,"230",2017-03-23
"10931-2TVV96",Delivered,"10931-2TVV96-3",16.80,2.00,,10931,"160",2015-11-16
"10831-7GXV29",Delivered,"10831-7GXV29-1",17.78,1.00,,10831,"160",2017-12-04
"10008-6YOG88",Delivered,"10008-6YOG88-1",30.38,1.00,,10008,"130",2017-11-11
"10786-4BCZ27",Delivered,"10786-4BCZ27-3",24.25,3.00,"10077",10786,"150",2019-02-24
"10246-6KKO27",Delivered,"10246-6KKO27-1",33.71,1.00,,10246,"130",2017-02-01
"10470-0PFV12",Delivered,"10470-0PFV12-2",29.02,1.00,,10470,"140",2017-01-05
"10533-0SXJ63",Delivered,"10533-0SXJ63-1",41.81,1.00,,10533,"120",2019-01-18
"10615-8DOY05",Delivered,"10615-8DOY05-2",88.56,1.00,,10615,"230",2017-12-08
"10865-6AVE58",Delivered,"10865-6AVE58-1",40.06,1.00,,10865,"130",2018-12-08
"10756-4KWU41",Delivered,"10756-4KWU41-1",18.98,1.00,,10756,"160",2015-11-06
"10804-2ZTQ86",Delivered,"10804-2ZTQ86-1",29.04,1.00,"10075",10804,"240",2019-01-24
"10786-4BCZ27",Delivered,"10786-4BCZ27-1",91.82,1.00,"10077",10786,"320",2019-02-24
"10086-1JIR71",Delivered,"10086-1JIR71-5",17.47,1.00,,10086,"160",2015-10-18
"10357-3WDV98",Delivered,"10357-3WDV98-1",65.98,1.00,"10044",10357,"220",2017-05-20
"10590-0GHC27",Delivered,"10590-0GHC27-1",16.80,1.00,,10590,"160",2015-03-24
"10869-2FLY39",Delivered,"10869-2FLY39-1",11.78,1.00,"10012",10869,"340",2015-08-12
"10777-9UXF89",Delivered,"10777-9UXF89-1",79.31,1.00,"10073",10777,"230",2018-12-23
"10409-8EPN34",Delivered,"10409-8EPN34-2",190.78,1.00,,10409,"410",2015-01-07
"10616-0JTP73",Delivered,"10616-0JTP73-1",13.64,1.00,,10616,"340",2018-07-26
"10331-1QIM92",Delivered,"10331-1QIM92-1",45.51,1.00,"10061",10331,"120",2018-04-24
"10336-8BXZ54",Delivered,"10336-8BXZ54-1",13.37,1.00,,10336,"340",2018-03-13
"10380-1ISY85",Delivered,"10380-1ISY85-2",22.57,1.00,,10380,"140",2016-03-05
"10117-3SFS19",Delivered,"10117-3SFS19-3",616.78,1.00,,10117,"420",2017-06-16
"10444-7BKL93",Delivered,"10444-7BKL93-1",105.00,1.00,,10444,"210",2015-12-14
"10359-6RNB40",Delivered,"10359-6RNB40-1",19.80,1.00,"10043",10359,"150",2017-04-26
"10525-6YCU72",Delivered,"10525-6YCU72-1",140.79,1.00,,10525,"330",2018-02-25
"10426-2HTA85",Delivered,"10426-2HTA85-3",22.60,1.00,,10426,"240",2016-05-24
"10095-2JJD74",Delivered,"10095-2JJD74-1",16.56,1.00,,10095,"150",2015-01-01
"10235-6YWP27",Delivered,"10235-6YWP27-1",30.62,1.00,,10235,"140",2017-12-24
"10468-9AUX46",Delivered,"10468-9AUX46-1",45.15,1.00,,10468,"220",2015-01-14
"10985-9NYA68",Delivered,"10985-9NYA68-1",37.92,1.00,"10047",10985,"120",2017-07-25
"10523-0WDP38",Delivered,"10523-0WDP38-4",28.94,1.00,,10523,"240",2017-11-23
"10173-7HDD84",Delivered,"10173-7HDD84-4",13.98,1.00,,10173,"340",2015-01-15
"10154-7XVQ10",Delivered,"10154-7XVQ10-4",21.95,1.00,,10154,"150",2015-08-01
"10209-0ASD94",Delivered,"10209-0ASD94-1",12.48,1.00,,10209,"340",2017-01-21
"10392-1SCG70",Delivered,"10392-1SCG70-2",34.27,1.00,,10392,"130",2015-03-23
"10637-9YJS78",Delivered,"10637-9YJS78-1",127.21,1.00,,10637,"330",2017-05-18
"10115-2RRP69",Delivered,"10115-2RRP69-1",24.50,1.00,,10115,"140",2017-11-11
"10886-5BLG62",Delivered,"10886-5BLG62-1",92.61,1.00,,10886,"230",2016-03-02
"10123-3ZNH47",Delivered,"10123-3ZNH47-2",29.48,1.00,,10123,"240",2018-11-24
"10725-8NSY87",Delivered,"10725-8NSY87-1",661.50,3.00,"10019",10725,"420",2016-01-03
"10192-4MUZ11",Delivered,"10192-4MUZ11-2",109.15,2.00,,10192,"330",2015-04-19
"10594-2ICH60",Delivered,"10594-2ICH60-1",23.09,1.00,,10594,"150",2018-12-07
"10886-5BRG58",Delivered,"10886-5BRG58-2",11.90,1.00,"10067",10886,"340",2018-08-22
"10887-4HFI58",Delivered,"10887-4HFI58-5",28.87,2.00,,10887,"240",2018-12-10
"10111-2AEG48",Delivered,"10111-2AEG48-1",20.83,1.00,,10111,"160",2019-02-24
"10060-7LQR62",Delivered,"10060-7LQR62-1",43.66,1.00,"10026",10060,"120",2016-05-14
"10132-0RGI79",Delivered,"10132-0RGI79-1",18.91,1.00,"10074",10132,"150",2019-01-14
"10347-4UAB97",Delivered,"10347-4UAB97-1",68.19,1.00,"10058",10347,"320",2018-02-22
"10258-2DXT82",Delivered,"10258-2DXT82-3",30.91,1.00,"10012",10258,"130",2015-08-13
"10248-1RFP35",Delivered,"10248-1RFP35-1",32.43,1.00,,10248,"140",2018-11-12
"10007-7SBT89",Delivered,"10007-7SBT89-3",34.34,1.00,,10007,"240",2018-04-08
"10214-1ZIU05",Delivered,"10214-1ZIU05-1",111.35,1.00,,10214,"210",2016-05-25
"10740-3KCB62",Delivered,"10740-3KCB62-1",35.95,1.00,,10740,"130",2015-10-21
"10334-1WIQ48",Delivered,"10334-1WIQ48-2",11.36,3.00,"10070",10334,"340",2018-10-08
"10167-3GKE66",Delivered,"10167-3GKE66-2",34.53,1.00,,10167,"120",2016-05-13
"10355-2LDK02",Delivered,"10355-2LDK02-4",21.34,1.00,,10355,"150",2017-10-28
